name,group,year,value,,,
意大利,europe,43861,2,,,
意大利,europe,43862,2,,,
意大利,europe,43863,2,,,
意大利,europe,43864,2,,,
意大利,europe,43865,2,,,
意大利,europe,43866,2,,,
意大利,europe,43867,2,,,
意大利,europe,43868,3,,,
意大利,europe,43869,3,,,
意大利,europe,43870,3,,,
意大利,europe,43871,3,,,
意大利,europe,43872,3,,,
意大利,europe,43873,3,,,
意大利,europe,43874,3,,,
意大利,europe,43875,3,,,
意大利,europe,43876,3,,,
意大利,europe,43877,3,,,
意大利,europe,43878,3,,,
意大利,europe,43879,3,,,
意大利,europe,43880,3,,,
意大利,europe,43881,3,,,
意大利,europe,43882,6,,,
意大利,europe,43883,20,,,
意大利,europe,43884,132,,,
意大利,europe,43885,230,,,
意大利,europe,43886,283,,,
意大利,europe,43887,374,,,
意大利,europe,43888,528,,,
意大利,europe,43889,655,,,
意大利,europe,43890,888,,,
意大利,europe,43891,1128,,,
意大利,europe,43892,1713,,,
意大利,europe,43893,2086,,,
意大利,europe,43894,2546,,,
意大利,europe,43895,3089,,,
意大利,europe,43896,3927,,,
意大利,europe,43897,4680,,,
意大利,europe,43898,6012,,,
意大利,europe,43899,7424,,,
意大利,europe,43900,9220,,,
意大利,europe,43901,10283,,,
意大利,europe,43902,12462,,,
意大利,europe,43903,15385,,,
意大利,europe,43904,17660,,,
意大利,europe,43905,21270,,,
意大利,europe,43906,24747,,,
意大利,europe,43907,27980,,,
意大利,europe,43908,31506,,,
意大利,europe,43909,36455,,,
意大利,europe,43910,41035,,,
意大利,europe,43911,47021,,,
意大利,europe,43912,53578,,,
意大利,europe,43913,59138,,,
意大利,europe,43914,63927,,,
意大利,europe,43915,69176,,,
伊朗,me,43880,2,,,
伊朗,me,43881,5,,,
伊朗,me,43882,18,,,
伊朗,me,43883,28,,,
伊朗,me,43884,43,,,
伊朗,me,43885,61,,,
伊朗,me,43886,95,,,
伊朗,me,43887,139,,,
伊朗,me,43888,245,,,
伊朗,me,43889,388,,,
伊朗,me,43890,593,,,
伊朗,me,43891,593,,,
伊朗,me,43892,1501,,,
伊朗,me,43893,2336,,,
伊朗,me,43894,2922,,,
伊朗,me,43895,3513,,,
伊朗,me,43896,4747,,,
伊朗,me,43897,5823,,,
伊朗,me,43898,6566,,,
伊朗,me,43899,7161,,,
伊朗,me,43900,8042,,,
伊朗,me,43901,9000,,,
伊朗,me,43902,10075,,,
伊朗,me,43903,11364,,,
伊朗,me,43904,12729,,,
伊朗,me,43905,13938,,,
伊朗,me,43906,14991,,,
伊朗,me,43907,16169,,,
伊朗,me,43908,17361,,,
伊朗,me,43909,18407,,,
伊朗,me,43910,19644,,,
伊朗,me,43911,20610,,,
伊朗,me,43912,21638,,,
伊朗,me,43913,23049,,,
伊朗,me,43914,24811,,,
伊朗,me,43915,27017,,,
韩国,asia,43858,4,,,
韩国,asia,43859,4,,,
韩国,asia,43860,6,,,
韩国,asia,43861,11,,,
韩国,asia,43862,12,,,
韩国,asia,43863,15,,,
韩国,asia,43864,15,,,
韩国,asia,43865,16,,,
韩国,asia,43866,19,,,
韩国,asia,43867,23,,,
韩国,asia,43868,24,,,
韩国,asia,43869,24,,,
韩国,asia,43870,27,,,
韩国,asia,43871,27,,,
韩国,asia,43872,28,,,
韩国,asia,43873,28,,,
韩国,asia,43874,28,,,
韩国,asia,43875,28,,,
韩国,asia,43876,28,,,
韩国,asia,43877,29,,,
韩国,asia,43878,30,,,
韩国,asia,43879,31,,,
韩国,asia,43880,51,,,
韩国,asia,43881,104,,,
韩国,asia,43882,208,,,
韩国,asia,43883,433,,,
韩国,asia,43884,602,,,
韩国,asia,43885,833,,,
韩国,asia,43886,977,,,
韩国,asia,43887,1261,,,
韩国,asia,43888,1766,,,
韩国,asia,43889,2337,,,
韩国,asia,43890,3150,,,
韩国,asia,43891,3736,,,
韩国,asia,43892,4335,,,
韩国,asia,43893,5186,,,
韩国,asia,43894,5621,,,
韩国,asia,43895,6088,,,
韩国,asia,43896,6284,,,
韩国,asia,43897,6767,,,
韩国,asia,43898,7313,,,
韩国,asia,43899,7478,,,
韩国,asia,43900,7513,,,
韩国,asia,43901,7755,,,
韩国,asia,43902,7869,,,
韩国,asia,43903,7979,,,
韩国,asia,43904,8086,,,
韩国,asia,43905,8162,,,
韩国,asia,43906,8236,,,
韩国,asia,43907,8320,,,
韩国,asia,43908,8413,,,
韩国,asia,43909,8565,,,
韩国,asia,43910,8652,,,
韩国,asia,43911,8799,,,
韩国,asia,43912,8897,,,
韩国,asia,43913,8961,,,
韩国,asia,43914,9037,,,
韩国,asia,43915,9137,,,
西班牙,europe,43862,2,,,
西班牙,europe,43863,2,,,
西班牙,europe,43864,2,,,
西班牙,europe,43865,2,,,
西班牙,europe,43866,2,,,
西班牙,europe,43867,2,,,
西班牙,europe,43868,2,,,
西班牙,europe,43869,2,,,
西班牙,europe,43870,2,,,
西班牙,europe,43871,2,,,
西班牙,europe,43872,2,,,
西班牙,europe,43873,2,,,
西班牙,europe,43874,2,,,
西班牙,europe,43875,2,,,
西班牙,europe,43876,2,,,
西班牙,europe,43877,2,,,
西班牙,europe,43878,2,,,
西班牙,europe,43879,2,,,
西班牙,europe,43880,2,,,
西班牙,europe,43881,2,,,
西班牙,europe,43882,2,,,
西班牙,europe,43883,2,,,
西班牙,europe,43884,2,,,
西班牙,europe,43885,2,,,
西班牙,europe,43886,3,,,
西班牙,europe,43887,9,,,
西班牙,europe,43888,13,,,
西班牙,europe,43889,25,,,
西班牙,europe,43890,41,,,
西班牙,europe,43891,74,,,
西班牙,europe,43892,74,,,
西班牙,europe,43893,150,,,
西班牙,europe,43894,179,,,
西班牙,europe,43895,248,,,
西班牙,europe,43896,345,,,
西班牙,europe,43897,441,,,
西班牙,europe,43898,613,,,
西班牙,europe,43899,1046,,,
西班牙,europe,43900,1648,,,
西班牙,europe,43901,2174,,,
西班牙,europe,43902,2968,,,
西班牙,europe,43903,4209,,,
西班牙,europe,43904,5753,,,
西班牙,europe,43905,7753,,,
西班牙,europe,43906,9191,,,
西班牙,europe,43907,11178,,,
西班牙,europe,43908,13716,,,
西班牙,europe,43909,17147,,,
西班牙,europe,43910,19980,,,
西班牙,europe,43911,24926,,,
西班牙,europe,43912,28572,,,
西班牙,europe,43913,33089,,,
西班牙,europe,43914,39673,,,
西班牙,europe,43915,47610,,,
德国,europe,43858,1,,,
德国,europe,43859,4,,,
德国,europe,43860,4,,,
德国,europe,43861,6,,,
德国,europe,43862,7,,,
德国,europe,43863,10,,,
德国,europe,43864,10,,,
德国,europe,43865,12,,,
德国,europe,43866,12,,,
德国,europe,43867,12,,,
德国,europe,43868,13,,,
德国,europe,43869,13,,,
德国,europe,43870,14,,,
德国,europe,43871,14,,,
德国,europe,43872,14,,,
德国,europe,43873,16,,,
德国,europe,43874,16,,,
德国,europe,43875,16,,,
德国,europe,43876,16,,,
德国,europe,43877,16,,,
德国,europe,43878,16,,,
德国,europe,43879,16,,,
德国,europe,43880,16,,,
德国,europe,43881,16,,,
德国,europe,43882,16,,,
德国,europe,43883,16,,,
德国,europe,43884,16,,,
德国,europe,43885,16,,,
德国,europe,43886,16,,,
德国,europe,43887,19,,,
德国,europe,43888,27,,,
德国,europe,43889,60,,,
德国,europe,43890,66,,,
德国,europe,43891,117,,,
德国,europe,43892,157,,,
德国,europe,43893,196,,,
德国,europe,43894,240,,,
德国,europe,43895,349,,,
德国,europe,43896,565,,,
德国,europe,43897,684,,,
德国,europe,43898,847,,,
德国,europe,43899,1151,,,
德国,europe,43900,1224,,,
德国,europe,43901,1565,,,
德国,europe,43902,2078,,,
德国,europe,43903,3117,,,
德国,europe,43904,3675,,,
德国,europe,43905,5142,,,
德国,europe,43906,5813,,,
德国,europe,43907,7272,,,
德国,europe,43908,10082,,,
德国,europe,43909,13944,,,
德国,europe,43910,17653,,,
德国,europe,43911,20099,,,
德国,europe,43912,23921,,,
德国,europe,43913,27181,,,
德国,europe,43914,31370,,,
德国,europe,43915,35353,,,
法国,europe,43858,3,,,
法国,europe,43859,4,,,
法国,europe,43860,6,,,
法国,europe,43861,6,,,
法国,europe,43862,6,,,
法国,europe,43863,6,,,
法国,europe,43864,6,,,
法国,europe,43865,6,,,
法国,europe,43866,6,,,
法国,europe,43867,6,,,
法国,europe,43868,6,,,
法国,europe,43869,11,,,
法国,europe,43870,11,,,
法国,europe,43871,11,,,
法国,europe,43872,11,,,
法国,europe,43873,11,,,
法国,europe,43874,11,,,
法国,europe,43875,11,,,
法国,europe,43876,11,,,
法国,europe,43877,12,,,
法国,europe,43878,12,,,
法国,europe,43879,12,,,
法国,europe,43880,12,,,
法国,europe,43881,12,,,
法国,europe,43882,12,,,
法国,europe,43883,12,,,
法国,europe,43884,12,,,
法国,europe,43885,12,,,
法国,europe,43886,12,,,
法国,europe,43887,17,,,
法国,europe,43888,18,,,
法国,europe,43889,41,,,
法国,europe,43890,73,,,
法国,europe,43891,100,,,
法国,europe,43892,130,,,
法国,europe,43893,204,,,
法国,europe,43894,257,,,
法国,europe,43895,377,,,
法国,europe,43896,423,,,
法国,europe,43897,716,,,
法国,europe,43898,949,,,
法国,europe,43899,1209,,,
法国,europe,43900,1606,,,
法国,europe,43901,1888,,,
法国,europe,43902,2370,,,
法国,europe,43903,2889,,,
法国,europe,43904,3667,,,
法国,europe,43905,4500,,,
法国,europe,43906,5400,,,
法国,europe,43907,6633,,,
法国,europe,43908,7730,,,
法国,europe,43909,9134,,,
法国,europe,43910,10995,,,
法国,europe,43911,12612,,,
法国,europe,43912,14459,,,
法国,europe,43913,16680,,,
法国,europe,43914,19856,,,
法国,europe,43915,22300,,,
美国,na,43858,5,,,
美国,na,43859,5,,,
美国,na,43860,6,,,
美国,na,43861,6,,,
美国,na,43862,7,,,
美国,na,43863,8,,,
美国,na,43864,11,,,
美国,na,43865,11,,,
美国,na,43866,11,,,
美国,na,43867,12,,,
美国,na,43868,12,,,
美国,na,43869,12,,,
美国,na,43870,12,,,
美国,na,43871,12,,,
美国,na,43872,13,,,
美国,na,43873,13,,,
美国,na,43874,14,,,
美国,na,43875,15,,,
美国,na,43876,15,,,
美国,na,43877,15,,,
美国,na,43878,15,,,
美国,na,43879,15,,,
美国,na,43880,15,,,
美国,na,43881,15,,,
美国,na,43882,15,,,
美国,na,43883,34,,,
美国,na,43884,34,,,
美国,na,43885,35,,,
美国,na,43886,53,,,
美国,na,43887,57,,,
美国,na,43888,60,,,
美国,na,43889,60,,,
美国,na,43890,64,,,
美国,na,43891,69,,,
美国,na,43892,89,,,
美国,na,43893,105,,,
美国,na,43894,126,,,
美国,na,43895,161,,,
美国,na,43896,234,,,
美国,na,43897,337,,,
美国,na,43898,455,,,
美国,na,43899,582,,,
美国,na,43900,755,,,
美国,na,43901,1052,,,
美国,na,43902,1329,,,
美国,na,43903,1880,,,
美国,na,43904,2236,,,
美国,na,43905,2943,,,
美国,na,43906,3774,,,
美国,na,43907,4687,,,
美国,na,43908,6522,,,
美国,na,43909,10259,,,
美国,na,43910,14365,,,
美国,na,43911,20176,,,
美国,na,43912,26856,,,
美国,na,43913,35224,,,
美国,na,43914,46443,,,
美国,na,43915,55242,,,
瑞士,europe,43886,1,,,
瑞士,europe,43887,1,,,
瑞士,europe,43888,4,,,
瑞士,europe,43889,15,,,
瑞士,europe,43890,15,,,
瑞士,europe,43891,24,,,
瑞士,europe,43892,27,,,
瑞士,europe,43893,46,,,
瑞士,europe,43894,66,,,
瑞士,europe,43895,81,,,
瑞士,europe,43896,128,,,
瑞士,europe,43897,228,,,
瑞士,europe,43898,281,,,
瑞士,europe,43899,337,,,
瑞士,europe,43900,476,,,
瑞士,europe,43901,645,,,
瑞士,europe,43902,815,,,
瑞士,europe,43903,1009,,,
瑞士,europe,43904,1139,,,
瑞士,europe,43905,1139,,,
瑞士,europe,43906,2220,,,
瑞士,europe,43907,2269,,,
瑞士,europe,43908,3028,,,
瑞士,europe,43909,3888,,,
瑞士,europe,43910,4222,,,
瑞士,europe,43911,6113,,,
瑞士,europe,43912,7014,,,
瑞士,europe,43913,8060,,,
瑞士,europe,43914,9117,,,
瑞士,europe,43915,9877,,,
挪威,europe,43888,1,,,
挪威,europe,43889,4,,,
挪威,europe,43890,7,,,
挪威,europe,43891,17,,,
挪威,europe,43892,19,,,
挪威,europe,43893,32,,,
挪威,europe,43894,34,,,
挪威,europe,43895,56,,,
挪威,europe,43896,86,,,
挪威,europe,43897,113,,,
挪威,europe,43898,157,,,
挪威,europe,43899,176,,,
挪威,europe,43900,227,,,
挪威,europe,43901,400,,,
挪威,europe,43902,703,,,
挪威,europe,43903,800,,,
挪威,europe,43904,996,,,
挪威,europe,43905,996,,,
挪威,europe,43906,1256,,,
挪威,europe,43907,1331,,,
挪威,europe,43908,1471,,,
挪威,europe,43909,1589,,,
挪威,europe,43910,1790,,,
挪威,europe,43911,1950,,,
挪威,europe,43912,2164,,,
挪威,europe,43913,2262,,,
挪威,europe,43914,2573,,,
挪威,europe,43915,2796,,,
丹麦,europe,43888,1,,,
丹麦,europe,43889,1,,,
丹麦,europe,43890,3,,,
丹麦,europe,43891,3,,,
丹麦,europe,43892,4,,,
丹麦,europe,43893,6,,,
丹麦,europe,43894,11,,,
丹麦,europe,43895,15,,,
丹麦,europe,43896,20,,,
丹麦,europe,43897,27,,,
丹麦,europe,43898,27,,,
丹麦,europe,43899,35,,,
丹麦,europe,43900,156,,,
丹麦,europe,43901,340,,,
丹麦,europe,43902,615,,,
丹麦,europe,43903,785,,,
丹麦,europe,43904,827,,,
丹麦,europe,43905,827,,,
丹麦,europe,43906,898,,,
丹麦,europe,43907,960,,,
丹麦,europe,43908,1044,,,
丹麦,europe,43909,1117,,,
丹麦,europe,43910,1226,,,
丹麦,europe,43911,1255,,,
丹麦,europe,43912,1326,,,
丹麦,europe,43913,1450,,,
丹麦,europe,43914,1577,,,
丹麦,europe,43915,1591,,,
钻石号邮轮,boat,43866,10,,,
钻石号邮轮,boat,43867,20,,,
钻石号邮轮,boat,43868,61,,,
钻石号邮轮,boat,43869,64,,,
钻石号邮轮,boat,43870,70,,,
钻石号邮轮,boat,43871,130,,,
钻石号邮轮,boat,43872,135,,,
钻石号邮轮,boat,43873,174,,,
钻石号邮轮,boat,43874,218,,,
钻石号邮轮,boat,43875,218,,,
钻石号邮轮,boat,43876,285,,,
钻石号邮轮,boat,43877,355,,,
钻石号邮轮,boat,43878,454,,,
钻石号邮轮,boat,43879,542,,,
钻石号邮轮,boat,43880,621,,,
钻石号邮轮,boat,43881,634,,,
钻石号邮轮,boat,43882,634,,,
钻石号邮轮,boat,43883,634,,,
钻石号邮轮,boat,43884,691,,,
钻石号邮轮,boat,43885,691,,,
钻石号邮轮,boat,43886,691,,,
钻石号邮轮,boat,43887,705,,,
钻石号邮轮,boat,43888,705,,,
钻石号邮轮,boat,43889,709,,,
钻石号邮轮,boat,43890,705,,,
钻石号邮轮,boat,43891,712,,,
钻石号邮轮,boat,43892,706,,,
钻石号邮轮,boat,43893,706,,,
钻石号邮轮,boat,43894,706,,,
钻石号邮轮,boat,43895,706,,,
钻石号邮轮,boat,43896,696,,,
钻石号邮轮,boat,43897,696,,,
钻石号邮轮,boat,43898,696,,,
钻石号邮轮,boat,43899,696,,,
钻石号邮轮,boat,43900,696,,,
钻石号邮轮,boat,43901,696,,,
钻石号邮轮,boat,43902,697,,,
钻石号邮轮,boat,43903,697,,,
钻石号邮轮,boat,43904,697,,,
钻石号邮轮,boat,43905,712,,,
钻石号邮轮,boat,43906,712,,,
钻石号邮轮,boat,43907,712,,,
钻石号邮轮,boat,43908,712,,,
钻石号邮轮,boat,43909,712,,,
钻石号邮轮,boat,43910,712,,,
钻石号邮轮,boat,43911,712,,,
钻石号邮轮,boat,43912,712,,,
钻石号邮轮,boat,43913,712,,,
钻石号邮轮,boat,43914,712,,,
钻石号邮轮,boat,43915,712,,,
瑞典,europe,43861,1,,,
瑞典,europe,43862,1,,,
瑞典,europe,43863,1,,,
瑞典,europe,43864,1,,,
瑞典,europe,43865,1,,,
瑞典,europe,43866,1,,,
瑞典,europe,43867,1,,,
瑞典,europe,43868,1,,,
瑞典,europe,43869,1,,,
瑞典,europe,43870,1,,,
瑞典,europe,43871,1,,,
瑞典,europe,43872,1,,,
瑞典,europe,43873,1,,,
瑞典,europe,43874,1,,,
瑞典,europe,43875,1,,,
瑞典,europe,43876,1,,,
瑞典,europe,43877,1,,,
瑞典,europe,43878,1,,,
瑞典,europe,43879,1,,,
瑞典,europe,43880,1,,,
瑞典,europe,43881,1,,,
瑞典,europe,43882,1,,,
瑞典,europe,43883,1,,,
瑞典,europe,43884,1,,,
瑞典,europe,43885,1,,,
瑞典,europe,43886,1,,,
瑞典,europe,43887,1,,,
瑞典,europe,43888,2,,,
瑞典,europe,43889,7,,,
瑞典,europe,43890,12,,,
瑞典,europe,43891,13,,,
瑞典,europe,43892,14,,,
瑞典,europe,43893,19,,,
瑞典,europe,43894,30,,,
瑞典,europe,43895,60,,,
瑞典,europe,43896,101,,,
瑞典,europe,43897,161,,,
瑞典,europe,43898,203,,,
瑞典,europe,43899,248,,,
瑞典,europe,43900,346,,,
瑞典,europe,43901,464,,,
瑞典,europe,43902,635,,,
瑞典,europe,43903,687,,,
瑞典,europe,43904,814,,,
瑞典,europe,43905,992,,,
瑞典,europe,43906,1023,,,
瑞典,europe,43907,1119,,,
瑞典,europe,43908,1119,,,
瑞典,europe,43909,1292,,,
瑞典,europe,43910,1439,,,
瑞典,europe,43911,1639,,,
瑞典,europe,43912,1770,,,
瑞典,europe,43913,1934,,,
瑞典,europe,43914,2272,,,
瑞典,europe,43915,2272,,,
荷兰,europe,43889,2,,,
荷兰,europe,43890,4,,,
荷兰,europe,43891,7,,,
荷兰,europe,43892,10,,,
荷兰,europe,43893,24,,,
荷兰,europe,43894,24,,,
荷兰,europe,43895,82,,,
荷兰,europe,43896,82,,,
荷兰,europe,43897,188,,,
荷兰,europe,43898,265,,,
荷兰,europe,43899,321,,,
荷兰,europe,43900,382,,,
荷兰,europe,43901,503,,,
荷兰,europe,43902,614,,,
荷兰,europe,43903,804,,,
荷兰,europe,43904,959,,,
荷兰,europe,43905,959,,,
荷兰,europe,43906,1413,,,
荷兰,europe,43907,1705,,,
荷兰,europe,43908,2051,,,
荷兰,europe,43909,2460,,,
荷兰,europe,43910,2994,,,
荷兰,europe,43911,3631,,,
荷兰,europe,43912,4204,,,
荷兰,europe,43913,4749,,,
荷兰,europe,43914,5560,,,
荷兰,europe,43915,6412,,,
英国,europe,43861,2,,,
英国,europe,43862,2,,,
英国,europe,43863,2,,,
英国,europe,43864,2,,,
英国,europe,43865,2,,,
英国,europe,43866,2,,,
英国,europe,43867,3,,,
英国,europe,43868,3,,,
英国,europe,43869,3,,,
英国,europe,43870,3,,,
英国,europe,43871,8,,,
英国,europe,43872,8,,,
英国,europe,43873,8,,,
英国,europe,43874,9,,,
英国,europe,43875,9,,,
英国,europe,43876,9,,,
英国,europe,43877,9,,,
英国,europe,43878,9,,,
英国,europe,43879,9,,,
英国,europe,43880,9,,,
英国,europe,43881,9,,,
英国,europe,43882,9,,,
英国,europe,43883,9,,,
英国,europe,43884,9,,,
英国,europe,43885,13,,,
英国,europe,43886,13,,,
英国,europe,43887,13,,,
英国,europe,43888,15,,,
英国,europe,43889,19,,,
英国,europe,43890,23,,,
英国,europe,43891,35,,,
英国,europe,43892,40,,,
英国,europe,43893,51,,,
英国,europe,43894,85,,,
英国,europe,43895,90,,,
英国,europe,43896,163,,,
英国,europe,43897,206,,,
英国,europe,43898,273,,,
英国,europe,43899,319,,,
英国,europe,43900,373,,,
英国,europe,43901,456,,,
英国,europe,43902,590,,,
英国,europe,43903,798,,,
英国,europe,43904,1140,,,
英国,europe,43905,1140,,,
英国,europe,43906,1543,,,
英国,europe,43907,1950,,,
英国,europe,43908,2626,,,
英国,europe,43909,2626,,,
英国,europe,43910,3269,,,
英国,europe,43911,3983,,,
英国,europe,43912,5027,,,
英国,europe,43913,5683,,,
英国,europe,43914,6650,,,
英国,europe,43915,8077,,,
比利时,europe,43865,1,,,
比利时,europe,43866,1,,,
比利时,europe,43867,1,,,
比利时,europe,43868,1,,,
比利时,europe,43869,1,,,
比利时,europe,43870,1,,,
比利时,europe,43871,1,,,
比利时,europe,43872,1,,,
比利时,europe,43873,1,,,
比利时,europe,43874,1,,,
比利时,europe,43875,1,,,
比利时,europe,43876,1,,,
比利时,europe,43877,1,,,
比利时,europe,43878,1,,,
比利时,europe,43879,1,,,
比利时,europe,43880,1,,,
比利时,europe,43881,1,,,
比利时,europe,43882,1,,,
比利时,europe,43883,1,,,
比利时,europe,43884,1,,,
比利时,europe,43885,1,,,
比利时,europe,43886,1,,,
比利时,europe,43887,1,,,
比利时,europe,43888,1,,,
比利时,europe,43889,1,,,
比利时,europe,43890,1,,,
比利时,europe,43891,2,,,
比利时,europe,43892,8,,,
比利时,europe,43893,13,,,
比利时,europe,43894,23,,,
比利时,europe,43895,50,,,
比利时,europe,43896,109,,,
比利时,europe,43897,169,,,
比利时,europe,43898,200,,,
比利时,europe,43899,239,,,
比利时,europe,43900,267,,,
比利时,europe,43901,314,,,
比利时,europe,43902,399,,,
比利时,europe,43903,556,,,
比利时,europe,43904,689,,,
比利时,europe,43905,886,,,
比利时,europe,43906,1085,,,
比利时,europe,43907,1486,,,
比利时,europe,43908,1486,,,
比利时,europe,43909,1795,,,
比利时,europe,43910,2257,,,
比利时,europe,43911,2815,,,
比利时,europe,43912,3401,,,
比利时,europe,43913,3743,,,
比利时,europe,43914,4269,,,
比利时,europe,43915,4937,,,
奥地利,europe,43886,2,,,
奥地利,europe,43887,2,,,
奥地利,europe,43888,3,,,
奥地利,europe,43889,5,,,
奥地利,europe,43890,5,,,
奥地利,europe,43891,10,,,
奥地利,europe,43892,14,,,
奥地利,europe,43893,16,,,
奥地利,europe,43894,24,,,
奥地利,europe,43895,24,,,
奥地利,europe,43896,41,,,
奥地利,europe,43897,55,,,
奥地利,europe,43898,104,,,
奥地利,europe,43899,104,,,
奥地利,europe,43900,157,,,
奥地利,europe,43901,182,,,
奥地利,europe,43902,302,,,
奥地利,europe,43903,361,,,
奥地利,europe,43904,504,,,
奥地利,europe,43905,655,,,
奥地利,europe,43906,860,,,
奥地利,europe,43907,1016,,,
奥地利,europe,43908,1332,,,
奥地利,europe,43909,1646,,,
奥地利,europe,43910,2196,,,
奥地利,europe,43911,2695,,,
奥地利,europe,43912,2695,,,
奥地利,europe,43913,3627,,,
奥地利,europe,43914,4486,,,
奥地利,europe,43915,4876,,,
卡塔尔,me,43890,1,,,
卡塔尔,me,43891,1,,,
卡塔尔,me,43892,1,,,
卡塔尔,me,43893,7,,,
卡塔尔,me,43894,7,,,
卡塔尔,me,43895,7,,,
卡塔尔,me,43896,11,,,
卡塔尔,me,43897,11,,,
卡塔尔,me,43898,11,,,
卡塔尔,me,43899,15,,,
卡塔尔,me,43900,18,,,
卡塔尔,me,43901,262,,,
卡塔尔,me,43902,262,,,
卡塔尔,me,43903,262,,,
卡塔尔,me,43904,337,,,
卡塔尔,me,43905,337,,,
卡塔尔,me,43906,439,,,
卡塔尔,me,43907,439,,,
卡塔尔,me,43908,439,,,
卡塔尔,me,43909,452,,,
卡塔尔,me,43910,460,,,
卡塔尔,me,43911,470,,,
卡塔尔,me,43912,481,,,
卡塔尔,me,43913,494,,,
卡塔尔,me,43914,501,,,
卡塔尔,me,43915,526,,,
巴林,me,43885,1,,,
巴林,me,43886,17,,,
巴林,me,43887,26,,,
巴林,me,43888,33,,,
巴林,me,43889,38,,,
巴林,me,43890,41,,,
巴林,me,43891,41,,,
巴林,me,43892,47,,,
巴林,me,43893,47,,,
巴林,me,43894,50,,,
巴林,me,43895,50,,,
巴林,me,43896,56,,,
巴林,me,43897,56,,,
巴林,me,43898,77,,,
巴林,me,43899,109,,,
巴林,me,43900,109,,,
巴林,me,43901,189,,,
巴林,me,43902,195,,,
巴林,me,43903,210,,,
巴林,me,43904,211,,,
巴林,me,43905,214,,,
巴林,me,43906,221,,,
巴林,me,43907,237,,,
巴林,me,43908,256,,,
巴林,me,43909,269,,,
巴林,me,43910,285,,,
巴林,me,43911,306,,,
巴林,me,43912,334,,,
巴林,me,43913,339,,,
巴林,me,43914,391,,,
巴林,me,43915,419,,,
新加坡,asia,43858,7,,,
新加坡,asia,43859,10,,,
新加坡,asia,43860,16,,,
新加坡,asia,43861,16,,,
新加坡,asia,43862,18,,,
新加坡,asia,43863,18,,,
新加坡,asia,43864,18,,,
新加坡,asia,43865,24,,,
新加坡,asia,43866,28,,,
新加坡,asia,43867,30,,,
新加坡,asia,43868,33,,,
新加坡,asia,43869,40,,,
新加坡,asia,43870,40,,,
新加坡,asia,43871,45,,,
新加坡,asia,43872,47,,,
新加坡,asia,43873,50,,,
新加坡,asia,43874,58,,,
新加坡,asia,43875,67,,,
新加坡,asia,43876,67,,,
新加坡,asia,43877,72,,,
新加坡,asia,43878,75,,,
新加坡,asia,43879,81,,,
新加坡,asia,43880,84,,,
新加坡,asia,43881,84,,,
新加坡,asia,43882,85,,,
新加坡,asia,43883,89,,,
新加坡,asia,43884,89,,,
新加坡,asia,43885,90,,,
新加坡,asia,43886,90,,,
新加坡,asia,43887,93,,,
新加坡,asia,43888,93,,,
新加坡,asia,43889,96,,,
新加坡,asia,43890,102,,,
新加坡,asia,43891,106,,,
新加坡,asia,43892,108,,,
新加坡,asia,43893,110,,,
新加坡,asia,43894,112,,,
新加坡,asia,43895,117,,,
新加坡,asia,43896,130,,,
新加坡,asia,43897,138,,,
新加坡,asia,43898,150,,,
新加坡,asia,43899,160,,,
新加坡,asia,43900,166,,,
新加坡,asia,43901,178,,,
新加坡,asia,43902,187,,,
新加坡,asia,43903,200,,,
新加坡,asia,43904,212,,,
新加坡,asia,43905,226,,,
新加坡,asia,43906,243,,,
新加坡,asia,43907,266,,,
新加坡,asia,43908,313,,,
新加坡,asia,43909,345,,,
新加坡,asia,43910,385,,,
新加坡,asia,43911,432,,,
新加坡,asia,43912,455,,,
新加坡,asia,43913,509,,,
新加坡,asia,43914,558,,,
新加坡,asia,43915,631,,,
澳大利亚,au,43858,5,,,
澳大利亚,au,43859,7,,,
澳大利亚,au,43860,8,,,
澳大利亚,au,43861,9,,,
澳大利亚,au,43862,12,,,
澳大利亚,au,43863,12,,,
澳大利亚,au,43864,12,,,
澳大利亚,au,43865,13,,,
澳大利亚,au,43866,14,,,
澳大利亚,au,43867,15,,,
澳大利亚,au,43868,15,,,
澳大利亚,au,43869,15,,,
澳大利亚,au,43870,15,,,
澳大利亚,au,43871,15,,,
澳大利亚,au,43872,15,,,
澳大利亚,au,43873,15,,,
澳大利亚,au,43874,15,,,
澳大利亚,au,43875,15,,,
澳大利亚,au,43876,15,,,
澳大利亚,au,43877,15,,,
澳大利亚,au,43878,15,,,
澳大利亚,au,43879,15,,,
澳大利亚,au,43880,15,,,
澳大利亚,au,43881,15,,,
澳大利亚,au,43882,17,,,
澳大利亚,au,43883,17,,,
澳大利亚,au,43884,17,,,
澳大利亚,au,43885,22,,,
澳大利亚,au,43886,23,,,
澳大利亚,au,43887,23,,,
澳大利亚,au,43888,23,,,
澳大利亚,au,43889,24,,,
澳大利亚,au,43890,25,,,
澳大利亚,au,43891,28,,,
澳大利亚,au,43892,33,,,
澳大利亚,au,43893,40,,,
澳大利亚,au,43894,44,,,
澳大利亚,au,43895,57,,,
澳大利亚,au,43896,60,,,
澳大利亚,au,43897,64,,,
澳大利亚,au,43898,76,,,
澳大利亚,au,43899,83,,,
澳大利亚,au,43900,101,,,
澳大利亚,au,43901,117,,,
澳大利亚,au,43902,159,,,
澳大利亚,au,43903,159,,,
澳大利亚,au,43904,236,,,
